class_id,tier,kid,mode,kind,param,magnitude,level,t_frac,t_idx,s,clip_dev,dino_dev,lpips_dev,latmse_dev,equivariance_lpips,clip_pair_cosdist,dino_pair_cosdist,lpips_pair,latent_mse_pair
63,hardest,0.0875,sweep,scaling,1.5,0.4054651081081644,,0.3,174,75,0.10579043626785278,0.1298242211341858,0.6496820449829102,1.052861213684082,0.7080013155937195,,,,
63,hardest,0.0875,ensemble,scaling,,0.1,0.1,0.3,174,75,,,,,,0.044020526111125946,0.04946061596274376,0.2822153568267822,0.4301920235157013
63,hardest,0.0875,ensemble,scaling,,0.2,0.2,0.3,174,75,,,,,,0.05321906507015228,0.06563637405633926,0.3234090805053711,0.49794986844062805
63,hardest,0.0875,ensemble,scaling,,0.3,0.3,0.3,174,75,,,,,,0.05461278557777405,0.07033588737249374,0.3564229905605316,0.5911381840705872
63,hardest,0.0875,sweep,flip,0.0,0.0,,0.3,174,75,8.344650268554688e-06,4.351139068603516e-06,4.798981171916239e-05,1.8747996364254504e-05,4.798981171916239e-05,,,,
63,hardest,0.0875,sweep,flip,1.0,1.0,,0.3,174,75,0.08319807052612305,0.15199649333953857,0.5156389474868774,0.733224093914032,0.5708404183387756,,,,
63,hardest,0.0875,sweep,shear,0.0,0.0,,0.3,174,75,1.9431114196777344e-05,1.049041748046875e-05,0.00010947443661279976,4.55545487056952e-05,0.00010947443661279976,,,,
63,hardest,0.0875,sweep,shear,0.05,0.05,,0.3,174,75,0.017369210720062256,0.019251704216003418,0.1661962866783142,0.17707674205303192,0.18009227514266968,,,,
63,hardest,0.0875,sweep,shear,0.1,0.1,,0.3,174,75,0.023794591426849365,0.034069180488586426,0.18841001391410828,0.22672832012176514,0.21858647465705872,,,,
63,hardest,0.0875,sweep,shear,0.2,0.2,,0.3,174,75,0.024684488773345947,0.027856767177581787,0.23789459466934204,0.36265891790390015,0.3112388253211975,,,,
63,hardest,0.0875,sweep,shear,0.3,0.3,,0.3,174,75,0.09301316738128662,0.13114649057388306,0.5211986899375916,0.8064641952514648,0.5289578437805176,,,,
63,hardest,0.0875,ensemble,shear,,0.1,0.1,0.3,174,75,,,,,,0.018885500729084015,0.018690017983317375,0.10838998109102249,0.13203172385692596
63,hardest,0.0875,ensemble,shear,,0.2,0.2,0.3,174,75,,,,,,0.022685138508677483,0.0253576822578907,0.1782885044813156,0.26114505529403687
63,hardest,0.0875,ensemble,shear,,0.3,0.3,0.3,174,75,,,,,,0.03784440830349922,0.051318179816007614,0.269568532705307,0.40158990025520325
63,hardest,0.0875,sweep,rotation,0.0,0.0,,0.5,124,125,9.5367431640625e-07,8.344650268554688e-07,2.1041028048784938e-06,2.663412033143686e-07,2.1041028048784938e-06,,,,
